File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD13Q1_006__250m_16_days_NDVI_doy2002185_aid0001,_250m_16_days_NDVI,aid0001,2002-07-04,38436.0,-0.2,0.8525,"(-0.2,0.8525)",0.5353647,0.2015148,0.0406082,0.6599,0.8525,0.593,0.2457,0.4942
MYD13Q1_006__250m_16_days_NDVI_doy2002201_aid0001,_250m_16_days_NDVI,aid0001,2002-07-20,38694.0,-0.2,0.8511,"(-0.2,0.8511)",0.494488,0.1917729,0.0367769,0.6147,0.8511,0.5443,0.1893,0.4445
MYD13Q1_006__250m_16_days_NDVI_doy2002217_aid0001,_250m_16_days_NDVI,aid0001,2002-08-05,38835.0,-0.2,0.8403,"(-0.2,0.8403)",0.4586202,0.1832189,0.0335692,0.57445,0.8279,0.511,0.1431,0.4018
MYD13Q1_006__250m_16_days_NDVI_doy2002233_aid0001,_250m_16_days_NDVI,aid0001,2002-08-21,39563.0,-0.2,0.8885,"(-0.2,0.8885)",0.4622959,0.207682,0.0431318,0.5946,0.867,0.5249,0.1221,0.4056
MYD13Q1_006__250m_16_days_NDVI_doy2002249_aid0001,_250m_16_days_NDVI,aid0001,2002-09-06,39952.0,-0.2,0.8647,"(-0.2,0.8647)",0.4994459,0.2118586,0.0448841,0.6379,0.8647,0.57175,0.1507,0.442975
MYD13Q1_006__250m_16_days_NDVI_doy2002265_aid0001,_250m_16_days_NDVI,aid0001,2002-09-22,40079.0,-0.2,0.876,"(-0.2,0.876)",0.5248227,0.2236586,0.0500232,0.6746,0.876,0.6057,0.1329,0.4579
MYD13Q1_006__250m_16_days_NDVI_doy2002281_aid0001,_250m_16_days_NDVI,aid0001,2002-10-08,38969.0,-0.1994,0.9206,"(-0.1994,0.9206)",0.6161697,0.2501257,0.0625629,0.7841,0.9206,0.7187,0.1847,0.5443
MYD13Q1_006__250m_16_days_NDVI_doy2002297_aid0001,_250m_16_days_NDVI,aid0001,2002-10-24,39061.0,-0.2,0.9167,"(-0.2,0.9167)",0.6226194,0.2490745,0.0620381,0.7901,0.9167,0.7248,0.194,0.5516
MYD13Q1_006__250m_16_days_NDVI_doy2002313_aid0001,_250m_16_days_NDVI,aid0001,2002-11-09,39999.0,-0.2,0.8868,"(-0.2,0.8868)",0.5865126,0.2633616,0.0693593,0.76565,0.8868,0.6962,0.1284,0.51075
MYD13Q1_006__250m_16_days_NDVI_doy2002329_aid0001,_250m_16_days_NDVI,aid0001,2002-11-25,40001.0,-0.2,0.9427,"(-0.2,0.9427)",0.6158089,0.2622121,0.0687552,0.7811,0.9427,0.729,0.2604,0.5727
MYD13Q1_006__250m_16_days_NDVI_doy2002345_aid0001,_250m_16_days_NDVI,aid0001,2002-12-11,38728.0,-0.2,0.8921,"(-0.2,0.8921)",0.61488,0.2229941,0.0497264,0.7548,0.8921,0.6966,0.2993,0.5726
MYD13Q1_006__250m_16_days_NDVI_doy2002361_aid0001,_250m_16_days_NDVI,aid0001,2002-12-27,39265.0,-0.2,0.9233,"(-0.2,0.9233)",0.6220573,0.2221058,0.049331,0.7609,0.9233,0.7023,0.3164,0.5831
MYD13Q1_006__250m_16_days_NDVI_doy2003009_aid0001,_250m_16_days_NDVI,aid0001,2003-01-09,40330.0,-0.2,0.9233,"(-0.2,0.9233)",0.5907412,0.2571762,0.0661396,0.7552,0.9233,0.689,0.2313,0.5456
MYD13Q1_006__250m_16_days_NDVI_doy2003025_aid0001,_250m_16_days_NDVI,aid0001,2003-01-25,42556.0,-0.2,0.9598,"(-0.2,0.9598)",0.4996471,0.2967125,0.0880383,0.7115,0.9598,0.6232,-0.0797,0.3949
MYD13Q1_006__250m_16_days_NDVI_doy2003041_aid0001,_250m_16_days_NDVI,aid0001,2003-02-10,38125.0,-0.2,0.9814,"(-0.2,0.9814)",0.5628644,0.225075,0.0506588,0.7095,0.9814,0.6422,0.21,0.5097
MYD13Q1_006__250m_16_days_NDVI_doy2003057_aid0001,_250m_16_days_NDVI,aid0001,2003-02-26,37763.0,-0.2,0.9039,"(-0.2,0.9039)",0.5765018,0.2251537,0.0506942,0.7286,0.9039,0.6564,0.1874,0.5121
MYD13Q1_006__250m_16_days_NDVI_doy2003073_aid0001,_250m_16_days_NDVI,aid0001,2003-03-14,37985.0,-0.2,0.8935,"(-0.2,0.8935)",0.4894531,0.2413071,0.0582291,0.6662,0.8935,0.567,-0.0243,0.39
MYD13Q1_006__250m_16_days_NDVI_doy2003089_aid0001,_250m_16_days_NDVI,aid0001,2003-03-30,37773.0,-0.2,0.8833,"(-0.2,0.8833)",0.4989227,0.2369403,0.0561407,0.6742,0.8833,0.5758,-0.0323,0.3916
MYD13Q1_006__250m_16_days_NDVI_doy2003105_aid0001,_250m_16_days_NDVI,aid0001,2003-04-15,40045.0,-0.2,0.8763,"(-0.2,0.8763)",0.4651681,0.2698537,0.072821,0.6713,0.8763,0.5647,-0.1887,0.3273
MYD13Q1_006__250m_16_days_NDVI_doy2003121_aid0001,_250m_16_days_NDVI,aid0001,2003-05-01,41103.0,-0.2,0.8793,"(-0.2,0.8793)",0.4650932,0.291656,0.0850632,0.6817,0.8793,0.5799,-0.2,0.32735
MYD13Q1_006__250m_16_days_NDVI_doy2003137_aid0001,_250m_16_days_NDVI,aid0001,2003-05-17,39488.0,-0.2,0.8768,"(-0.2,0.8768)",0.5292197,0.2702326,0.0730256,0.7162,0.8768,0.6352,0.0412,0.446175
MYD13Q1_006__250m_16_days_NDVI_doy2003153_aid0001,_250m_16_days_NDVI,aid0001,2003-06-02,38476.0,-0.2,0.8663,"(-0.2,0.8663)",0.4768303,0.2398087,0.0575082,0.6445,0.8663,0.5529,0.006,0.3891
MYD13Q1_006__250m_16_days_NDVI_doy2003169_aid0001,_250m_16_days_NDVI,aid0001,2003-06-18,43693.0,-0.2,0.8348,"(-0.2,0.8348)",0.4073763,0.2495213,0.0622609,0.5997,0.8348,0.4849,-0.2,0.2662
MYD13Q1_006__250m_16_days_NDVI_doy2003185_aid0001,_250m_16_days_NDVI,aid0001,2003-07-04,40924.0,-0.1998,0.8728,"(-0.1998,0.8728)",0.4180357,0.2329196,0.0542515,0.6001,0.8728,0.4813,-0.1998,0.279
MYD13Q1_006__250m_16_days_NDVI_doy2003201_aid0001,_250m_16_days_NDVI,aid0001,2003-07-20,39761.0,-0.2,0.8269,"(-0.2,0.8269)",0.352503,0.1891272,0.0357691,0.4912,0.8269,0.3884,-0.1059,0.2523
MYD13Q1_006__250m_16_days_NDVI_doy2003217_aid0001,_250m_16_days_NDVI,aid0001,2003-08-05,40026.0,-0.1998,0.8235,"(-0.1998,0.8235)",0.3392682,0.1882746,0.0354473,0.4815,0.8235,0.3753,-0.1319,0.236125
MYD13Q1_006__250m_16_days_NDVI_doy2003233_aid0001,_250m_16_days_NDVI,aid0001,2003-08-21,40677.0,-0.2,0.7915,"(-0.2,0.7915)",0.3447498,0.1789577,0.0320259,0.4787,0.7915,0.3782,-0.1008,0.2469
MYD13Q1_006__250m_16_days_NDVI_doy2003249_aid0001,_250m_16_days_NDVI,aid0001,2003-09-06,41393.0,-0.1997,0.7939,"(-0.1997,0.7939)",0.3671026,0.1793914,0.0321813,0.4978,0.7939,0.4034,-0.0611,0.2741
MYD13Q1_006__250m_16_days_NDVI_doy2003265_aid0001,_250m_16_days_NDVI,aid0001,2003-09-22,41004.0,-0.2,0.8575,"(-0.2,0.8575)",0.4457045,0.2094412,0.0438656,0.5978,0.8575,0.5009,-0.0387,0.3432
MYD13Q1_006__250m_16_days_NDVI_doy2003281_aid0001,_250m_16_days_NDVI,aid0001,2003-10-08,40281.0,-0.1997,0.8831,"(-0.1997,0.8831)",0.5049132,0.2226084,0.0495545,0.6579,0.8831,0.5744,0.0857,0.429
MYD13Q1_006__250m_16_days_NDVI_doy2003297_aid0001,_250m_16_days_NDVI,aid0001,2003-10-24,40217.0,-0.1997,0.8862,"(-0.1997,0.8862)",0.5544144,0.2404186,0.0578011,0.7168,0.8862,0.6429,0.1313,0.4826
MYD13Q1_006__250m_16_days_NDVI_doy2003313_aid0001,_250m_16_days_NDVI,aid0001,2003-11-09,40578.0,-0.1998,0.8807,"(-0.1998,0.8807)",0.5769442,0.2361915,0.0557864,0.7376,0.8807,0.6677,0.1456,0.5008
MYD13Q1_006__250m_16_days_NDVI_doy2003329_aid0001,_250m_16_days_NDVI,aid0001,2003-11-25,40035.0,-0.2,0.9055,"(-0.2,0.9055)",0.5972864,0.2467811,0.0609009,0.7662,0.9055,0.695,0.1419,0.51645
MYD13Q1_006__250m_16_days_NDVI_doy2003345_aid0001,_250m_16_days_NDVI,aid0001,2003-12-11,40766.0,-0.2,0.8873,"(-0.2,0.8873)",0.5587887,0.2496039,0.0623021,0.7316,0.8873,0.6524,0.0779,0.4701
MYD13Q1_006__250m_16_days_NDVI_doy2003361_aid0001,_250m_16_days_NDVI,aid0001,2003-12-27,39000.0,-0.2,0.968,"(-0.2,0.968)",0.5847528,0.247053,0.0610352,0.7541,0.968,0.6762,0.1311,0.5049
MYD13Q1_006__250m_16_days_NDVI_doy2004009_aid0001,_250m_16_days_NDVI,aid0001,2004-01-09,38896.0,-0.2,0.9222,"(-0.2,0.9222)",0.5862166,0.2417987,0.0584666,0.7515,0.9222,0.6733,0.1433,0.5081
MYD13Q1_006__250m_16_days_NDVI_doy2004025_aid0001,_250m_16_days_NDVI,aid0001,2004-01-25,38963.0,-0.2,0.9115,"(-0.2,0.9115)",0.6022278,0.2385854,0.056923,0.7587,0.9115,0.6852,0.2222,0.5441
MYD13Q1_006__250m_16_days_NDVI_doy2004041_aid0001,_250m_16_days_NDVI,aid0001,2004-02-10,39933.0,-0.2,0.9435,"(-0.2,0.9435)",0.5759684,0.25307,0.0640444,0.7461,0.9435,0.6679,0.1555,0.5098
MYD13Q1_006__250m_16_days_NDVI_doy2004057_aid0001,_250m_16_days_NDVI,aid0001,2004-02-26,43640.0,-0.2,0.8881,"(-0.2,0.8881)",0.4859342,0.2813249,0.0791437,0.6956,0.8881,0.5974,-0.1734,0.347975
MYD13Q1_006__250m_16_days_NDVI_doy2004073_aid0001,_250m_16_days_NDVI,aid0001,2004-03-13,41011.0,-0.1998,0.9718,"(-0.1998,0.9718)",0.5290263,0.2299431,0.0528738,0.6947,0.9718,0.6108,0.045,0.4348
MYD13Q1_006__250m_16_days_NDVI_doy2004089_aid0001,_250m_16_days_NDVI,aid0001,2004-03-29,42873.0,-0.2,0.8189,"(-0.2,0.8189)",0.4700811,0.2432468,0.059169,0.6447,0.8189,0.5598,-0.0373,0.3719
MYD13Q1_006__250m_16_days_NDVI_doy2004105_aid0001,_250m_16_days_NDVI,aid0001,2004-04-14,41504.0,-0.2,0.8574,"(-0.2,0.8574)",0.5196798,0.2542015,0.0646184,0.707125,0.8574,0.61515,-0.0435,0.406875
MYD13Q1_006__250m_16_days_NDVI_doy2004121_aid0001,_250m_16_days_NDVI,aid0001,2004-04-30,39983.0,-0.1998,0.8777,"(-0.1998,0.8777)",0.5182236,0.2419513,0.0585404,0.6942,0.8777,0.6074,-0.0048,0.4146
MYD13Q1_006__250m_16_days_NDVI_doy2004137_aid0001,_250m_16_days_NDVI,aid0001,2004-05-16,39302.0,-0.2,0.8659,"(-0.2,0.8659)",0.4448105,0.2136716,0.0456556,0.5973,0.8659,0.5065,-0.0169,0.3516
MYD13Q1_006__250m_16_days_NDVI_doy2004153_aid0001,_250m_16_days_NDVI,aid0001,2004-06-01,37631.0,-0.2,0.8407,"(-0.2,0.8407)",0.3999768,0.2148285,0.0461513,0.5581,0.8407,0.4579,-0.1084,0.2915
MYD13Q1_006__250m_16_days_NDVI_doy2004169_aid0001,_250m_16_days_NDVI,aid0001,2004-06-17,36899.0,-0.1997,0.8607,"(-0.1997,0.8607)",0.3734214,0.2245993,0.0504448,0.5463,0.8607,0.4319,-0.1997,0.2415
MYD13Q1_006__250m_16_days_NDVI_doy2004185_aid0001,_250m_16_days_NDVI,aid0001,2004-07-03,37297.0,-0.2,0.845,"(-0.2,0.845)",0.4101294,0.2019579,0.040787,0.5569,0.845,0.4679,-0.0301,0.322
MYD13Q1_006__250m_16_days_NDVI_doy2004201_aid0001,_250m_16_days_NDVI,aid0001,2004-07-19,36875.0,-0.2,0.8086,"(-0.2,0.8086)",0.3547452,0.1876772,0.0352227,0.4893,0.8086,0.4043,-0.0668,0.26685
MYD13Q1_006__250m_16_days_NDVI_doy2004217_aid0001,_250m_16_days_NDVI,aid0001,2004-08-04,35849.0,-0.2,0.9883,"(-0.2,0.9883)",0.34705,0.2011159,0.0404476,0.4949,0.8333,0.4018,-0.1353,0.2428
MYD13Q1_006__250m_16_days_NDVI_doy2004233_aid0001,_250m_16_days_NDVI,aid0001,2004-08-20,38799.0,-0.2,0.8589,"(-0.2,0.8589)",0.3644859,0.1967692,0.0387181,0.5043,0.8425,0.417,-0.0617,0.2779
MYD13Q1_006__250m_16_days_NDVI_doy2004249_aid0001,_250m_16_days_NDVI,aid0001,2004-09-05,40402.0,-0.2,0.8145,"(-0.2,0.8145)",0.4011786,0.1996398,0.0398561,0.5474,0.8145,0.4512,-0.0687,0.300925
MYD13Q1_006__250m_16_days_NDVI_doy2004265_aid0001,_250m_16_days_NDVI,aid0001,2004-09-21,41929.0,-0.2,0.834,"(-0.2,0.834)",0.4046374,0.1923334,0.0369921,0.5472,0.834,0.4441,-0.0677,0.3011
MYD13Q1_006__250m_16_days_NDVI_doy2004281_aid0001,_250m_16_days_NDVI,aid0001,2004-10-07,41416.0,-0.2,0.855,"(-0.2,0.855)",0.4373559,0.1906543,0.0363491,0.5743,0.855,0.482,-0.0142,0.3389
MYD13Q1_006__250m_16_days_NDVI_doy2004297_aid0001,_250m_16_days_NDVI,aid0001,2004-10-23,40435.0,-0.1996,0.8638,"(-0.1996,0.8638)",0.4960172,0.2068228,0.0427757,0.64,0.8638,0.5557,0.0693,0.4117
MYD13Q1_006__250m_16_days_NDVI_doy2004313_aid0001,_250m_16_days_NDVI,aid0001,2004-11-08,37732.0,-0.2,0.8876,"(-0.2,0.8876)",0.4970941,0.2381437,0.0567124,0.6691,0.8876,0.5725,-0.0324,0.3885
MYD13Q1_006__250m_16_days_NDVI_doy2004329_aid0001,_250m_16_days_NDVI,aid0001,2004-11-24,38490.0,-0.2,0.9076,"(-0.2,0.9076)",0.5595136,0.2220706,0.0493153,0.7093,0.9076,0.6296,0.1633,0.4909
MYD13Q1_006__250m_16_days_NDVI_doy2004345_aid0001,_250m_16_days_NDVI,aid0001,2004-12-10,39123.0,-0.2,0.9333,"(-0.2,0.9333)",0.5875603,0.2294562,0.0526502,0.7411,0.9333,0.6607,0.1972,0.5235
MYD13Q1_006__250m_16_days_NDVI_doy2004361_aid0001,_250m_16_days_NDVI,aid0001,2004-12-26,39607.0,-0.2,0.9897,"(-0.2,0.9897)",0.6395512,0.2085135,0.0434779,0.7695,0.9897,0.7043,0.3369,0.5964
MYD13Q1_006__250m_16_days_NDVI_doy2005009_aid0001,_250m_16_days_NDVI,aid0001,2005-01-09,38675.0,-0.2,0.9537,"(-0.2,0.9537)",0.6127881,0.2252528,0.0507388,0.7597,0.9537,0.6862,0.2618,0.5605
MYD13Q1_006__250m_16_days_NDVI_doy2005025_aid0001,_250m_16_days_NDVI,aid0001,2005-01-25,38579.0,-0.2,0.8961,"(-0.2,0.8961)",0.5624622,0.231179,0.0534437,0.7169,0.8961,0.6381,0.1703,0.49825
MYD13Q1_006__250m_16_days_NDVI_doy2005041_aid0001,_250m_16_days_NDVI,aid0001,2005-02-10,38440.0,-0.2,0.8899,"(-0.2,0.8899)",0.6116794,0.2079548,0.0432452,0.7446,0.8899,0.68255,0.2959,0.565075
MYD13Q1_006__250m_16_days_NDVI_doy2005057_aid0001,_250m_16_days_NDVI,aid0001,2005-02-26,38585.0,-0.2,0.8854,"(-0.2,0.8854)",0.5896622,0.2265005,0.0513025,0.7407,0.8854,0.6701,0.2137,0.5299
MYD13Q1_006__250m_16_days_NDVI_doy2005073_aid0001,_250m_16_days_NDVI,aid0001,2005-03-14,39247.0,-0.2,0.9785,"(-0.2,0.9785)",0.5622147,0.2477191,0.0613648,0.7266,0.9785,0.6534,0.1594,0.4997
MYD13Q1_006__250m_16_days_NDVI_doy2005089_aid0001,_250m_16_days_NDVI,aid0001,2005-03-30,41107.0,-0.2,0.8948,"(-0.2,0.8948)",0.5118811,0.269722,0.0727499,0.7026,0.8948,0.6161,-0.0177,0.41445
MYD13Q1_006__250m_16_days_NDVI_doy2005105_aid0001,_250m_16_days_NDVI,aid0001,2005-04-15,37801.0,-0.2,0.8982,"(-0.2,0.8982)",0.5268934,0.2397432,0.0574768,0.6998,0.8982,0.6105,0.0256,0.4301
MYD13Q1_006__250m_16_days_NDVI_doy2005121_aid0001,_250m_16_days_NDVI,aid0001,2005-05-01,38946.0,-0.2,0.881,"(-0.2,0.881)",0.5070535,0.2374145,0.0563657,0.6745,0.881,0.5966,0.0456,0.4229
MYD13Q1_006__250m_16_days_NDVI_doy2005137_aid0001,_250m_16_days_NDVI,aid0001,2005-05-17,38002.0,-0.2,0.8507,"(-0.2,0.8507)",0.5212677,0.2247627,0.0505183,0.6787,0.8507,0.6006,0.0825,0.4402
MYD13Q1_006__250m_16_days_NDVI_doy2005153_aid0001,_250m_16_days_NDVI,aid0001,2005-06-02,43154.0,-0.2,0.9088,"(-0.2,0.9088)",0.4371446,0.2659254,0.0707163,0.642,0.9088,0.5482,-0.2,0.2558
MYD13Q1_006__250m_16_days_NDVI_doy2005169_aid0001,_250m_16_days_NDVI,aid0001,2005-06-18,40559.0,-0.2,0.847,"(-0.2,0.847)",0.4382163,0.2338184,0.0546711,0.6129,0.847,0.5193,-0.1396,0.3119
MYD13Q1_006__250m_16_days_NDVI_doy2005185_aid0001,_250m_16_days_NDVI,aid0001,2005-07-04,37203.0,-0.2,0.8419,"(-0.2,0.8419)",0.488716,0.216991,0.0470851,0.6421,0.8419,0.5612,0.0464,0.4038
MYD13Q1_006__250m_16_days_NDVI_doy2005201_aid0001,_250m_16_days_NDVI,aid0001,2005-07-20,39078.0,-0.2,0.8286,"(-0.2,0.8286)",0.484714,0.1981661,0.0392698,0.620675,0.8286,0.5529,0.1075,0.4153
MYD13Q1_006__250m_16_days_NDVI_doy2005217_aid0001,_250m_16_days_NDVI,aid0001,2005-08-05,40135.0,-0.2,0.8906,"(-0.2,0.8906)",0.4513138,0.2132054,0.0454565,0.6078,0.8906,0.5228,-0.0189,0.3571
MYD13Q1_006__250m_16_days_NDVI_doy2005233_aid0001,_250m_16_days_NDVI,aid0001,2005-08-21,43115.0,-0.1997,0.807,"(-0.1997,0.807)",0.444272,0.1973495,0.0389468,0.5917,0.807,0.5106,-0.015,0.349
MYD13Q1_006__250m_16_days_NDVI_doy2005249_aid0001,_250m_16_days_NDVI,aid0001,2005-09-06,41540.0,-0.2,0.8693,"(-0.2,0.8693)",0.4554789,0.2023473,0.0409444,0.6053,0.8693,0.5188,-0.0287,0.3517
MYD13Q1_006__250m_16_days_NDVI_doy2005265_aid0001,_250m_16_days_NDVI,aid0001,2005-09-22,39675.0,-0.2,0.8117,"(-0.2,0.8117)",0.4699936,0.1985109,0.0394066,0.6072,0.8117,0.5328,0.075,0.3943
MYD13Q1_006__250m_16_days_NDVI_doy2005281_aid0001,_250m_16_days_NDVI,aid0001,2005-10-08,39138.0,-0.2,0.8357,"(-0.2,0.8357)",0.506103,0.2021104,0.0408486,0.6393,0.8357,0.57215,0.1473,0.4424
MYD13Q1_006__250m_16_days_NDVI_doy2005297_aid0001,_250m_16_days_NDVI,aid0001,2005-10-24,37771.0,-0.2,0.8881,"(-0.2,0.8881)",0.5230269,0.2208468,0.0487733,0.6691,0.8881,0.5993,0.1133,0.4467
MYD13Q1_006__250m_16_days_NDVI_doy2005313_aid0001,_250m_16_days_NDVI,aid0001,2005-11-09,38106.0,-0.2,0.9002,"(-0.2,0.9002)",0.5611741,0.2147758,0.0461287,0.6947,0.9002,0.6333,0.2362,0.5112
MYD13Q1_006__250m_16_days_NDVI_doy2005329_aid0001,_250m_16_days_NDVI,aid0001,2005-11-25,39298.0,-0.2,0.9216,"(-0.2,0.9216)",0.5884885,0.2399403,0.0575713,0.7469,0.9216,0.6743,0.1954,0.5262
MYD13Q1_006__250m_16_days_NDVI_doy2005345_aid0001,_250m_16_days_NDVI,aid0001,2005-12-11,38827.0,-0.2,0.9041,"(-0.2,0.9041)",0.5872239,0.2147179,0.0461038,0.7239,0.9041,0.6562,0.2588,0.5378
MYD13Q1_006__250m_16_days_NDVI_doy2005361_aid0001,_250m_16_days_NDVI,aid0001,2005-12-27,40023.0,-0.1998,0.921,"(-0.1998,0.921)",0.5976907,0.2305268,0.0531426,0.7429,0.921,0.68,0.2705,0.55385
MYD13Q1_006__250m_16_days_NDVI_doy2006009_aid0001,_250m_16_days_NDVI,aid0001,2006-01-09,40002.0,-0.2,0.9341,"(-0.2,0.9341)",0.5796952,0.2536259,0.0643261,0.7496,0.9341,0.6784,0.145,0.5077
