File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD13Q1_006__250m_16_days_NDVI_doy2016345_aid0001,_250m_16_days_NDVI,aid0001,2016-12-10,38694.0,-0.2,0.9379,"(-0.2,0.9379)",0.5331634,0.2940058,0.0864394,0.7659,0.9379,0.6486,-0.2,0.368
MYD13Q1_006__250m_16_days_NDVI_doy2016361_aid0001,_250m_16_days_NDVI,aid0001,2016-12-26,39839.0,-0.2,0.9514,"(-0.2,0.9514)",0.5337847,0.3363432,0.1131267,0.79815,0.9514,0.6793,-0.2,0.3384
MYD13Q1_006__250m_16_days_NDVI_doy2017009_aid0001,_250m_16_days_NDVI,aid0001,2017-01-09,37501.0,-0.2,0.9004,"(-0.2,0.9004)",0.5734171,0.3016466,0.0909907,0.7975,0.9004,0.7052,-0.1005,0.4383
MYD13Q1_006__250m_16_days_NDVI_doy2017025_aid0001,_250m_16_days_NDVI,aid0001,2017-01-25,36782.0,-0.2,0.9206,"(-0.2,0.9206)",0.5755973,0.2742008,0.0751861,0.7739,0.9206,0.691,0.0059,0.4667
MYD13Q1_006__250m_16_days_NDVI_doy2017041_aid0001,_250m_16_days_NDVI,aid0001,2017-02-10,36363.0,-0.2,0.9675,"(-0.2,0.9675)",0.5692437,0.2733256,0.0747069,0.7788,0.9675,0.6801,-0.1017,0.4266
MYD13Q1_006__250m_16_days_NDVI_doy2017057_aid0001,_250m_16_days_NDVI,aid0001,2017-02-26,36199.0,-0.1997,0.9041,"(-0.1997,0.9041)",0.5653881,0.2665298,0.0710381,0.7649,0.9041,0.6758,-0.0409,0.4424
MYD13Q1_006__250m_16_days_NDVI_doy2017073_aid0001,_250m_16_days_NDVI,aid0001,2017-03-14,35571.0,-0.2,0.8864,"(-0.2,0.8864)",0.5469296,0.2647835,0.0701103,0.7489,0.8864,0.6552,-0.0896,0.4135
MYD13Q1_006__250m_16_days_NDVI_doy2017089_aid0001,_250m_16_days_NDVI,aid0001,2017-03-30,36992.0,-0.2,0.8707,"(-0.2,0.8707)",0.5081139,0.2826017,0.0798637,0.736325,0.8707,0.6216,-0.2,0.3359
MYD13Q1_006__250m_16_days_NDVI_doy2017105_aid0001,_250m_16_days_NDVI,aid0001,2017-04-15,36031.0,-0.2,0.8652,"(-0.2,0.8652)",0.46529,0.2741954,0.0751831,0.6928,0.8652,0.5632,-0.2,0.28455
MYD13Q1_006__250m_16_days_NDVI_doy2017121_aid0001,_250m_16_days_NDVI,aid0001,2017-05-01,35114.0,-0.1998,0.8353,"(-0.1998,0.8353)",0.4707343,0.2552302,0.0651424,0.6745,0.8353,0.5599,-0.1998,0.320125
MYD13Q1_006__250m_16_days_NDVI_doy2017137_aid0001,_250m_16_days_NDVI,aid0001,2017-05-17,37727.0,-0.2,0.8302,"(-0.2,0.8302)",0.4662338,0.2311088,0.0534113,0.6393,0.8302,0.544,-0.0713,0.35505
MYD13Q1_006__250m_16_days_NDVI_doy2017153_aid0001,_250m_16_days_NDVI,aid0001,2017-06-02,34833.0,-0.2,0.8891,"(-0.2,0.8891)",0.4753805,0.229326,0.0525904,0.6481,0.8891,0.5501,-0.0761,0.3584
MYD13Q1_006__250m_16_days_NDVI_doy2017169_aid0001,_250m_16_days_NDVI,aid0001,2017-06-18,33598.0,-0.2,0.8854,"(-0.2,0.8854)",0.4242273,0.2354021,0.0554141,0.605475,0.8854,0.4889,-0.1996,0.2834
MYD13Q1_006__250m_16_days_NDVI_doy2017185_aid0001,_250m_16_days_NDVI,aid0001,2017-07-04,34595.0,-0.2,0.8487,"(-0.2,0.8487)",0.4357792,0.2438109,0.0594437,0.6305,0.8487,0.509,-0.2,0.28345
MYD13Q1_006__250m_16_days_NDVI_doy2017201_aid0001,_250m_16_days_NDVI,aid0001,2017-07-20,34277.0,-0.2,0.8881,"(-0.2,0.8881)",0.4590542,0.2343675,0.0549281,0.6353,0.8881,0.5319,-0.1247,0.3313
MYD13Q1_006__250m_16_days_NDVI_doy2017217_aid0001,_250m_16_days_NDVI,aid0001,2017-08-05,34586.0,-0.1996,0.8725,"(-0.1996,0.8725)",0.4915763,0.2382328,0.0567549,0.6634,0.8725,0.5762,-0.0496,0.378125
MYD13Q1_006__250m_16_days_NDVI_doy2017233_aid0001,_250m_16_days_NDVI,aid0001,2017-08-21,39715.0,-0.2,0.8927,"(-0.2,0.8927)",0.4515512,0.2665336,0.0710402,0.6668,0.8927,0.5378,-0.2,0.28255
MYD13Q1_006__250m_16_days_NDVI_doy2017249_aid0001,_250m_16_days_NDVI,aid0001,2017-09-06,39842.0,-0.2,0.8949,"(-0.2,0.8949)",0.5126871,0.2686109,0.0721518,0.7225,0.8949,0.6168,-0.183,0.360225
MYD13Q1_006__250m_16_days_NDVI_doy2017265_aid0001,_250m_16_days_NDVI,aid0001,2017-09-22,44036.0,-0.1998,0.9892,"(-0.1998,0.9892)",0.4826084,0.2758405,0.076088,0.697,0.9892,0.5811,-0.1998,0.333775
MYD13Q1_006__250m_16_days_NDVI_doy2017281_aid0001,_250m_16_days_NDVI,aid0001,2017-10-08,40110.0,-0.2,0.8973,"(-0.2,0.8973)",0.5745592,0.2609486,0.0680942,0.7736,0.8973,0.67665,-0.0368,0.449325
MYD13Q1_006__250m_16_days_NDVI_doy2017297_aid0001,_250m_16_days_NDVI,aid0001,2017-10-24,37816.0,-0.1994,0.8945,"(-0.1994,0.8945)",0.6073154,0.2514105,0.0632072,0.7837,0.8945,0.7141,0.1272,0.5211
MYD13Q1_006__250m_16_days_NDVI_doy2017313_aid0001,_250m_16_days_NDVI,aid0001,2017-11-09,37181.0,-0.2,0.9248,"(-0.2,0.9248)",0.6125724,0.2464536,0.0607394,0.7766,0.9248,0.7184,0.1986,0.5454
MYD13Q1_006__250m_16_days_NDVI_doy2017329_aid0001,_250m_16_days_NDVI,aid0001,2017-11-25,37540.0,-0.2,0.9092,"(-0.2,0.9092)",0.6231827,0.2417589,0.0584474,0.7818,0.9092,0.7265,0.2296,0.5609
MYD13Q1_006__250m_16_days_NDVI_doy2017345_aid0001,_250m_16_days_NDVI,aid0001,2017-12-11,38175.0,-0.2,0.91,"(-0.2,0.91)",0.6138944,0.2476152,0.0613133,0.7825,0.91,0.7191,0.1617,0.5341
MYD13Q1_006__250m_16_days_NDVI_doy2017361_aid0001,_250m_16_days_NDVI,aid0001,2017-12-27,37432.0,-0.2,0.9241,"(-0.2,0.9241)",0.6372654,0.2392387,0.0572351,0.7926,0.9241,0.7418,0.2507,0.5758
MYD13Q1_006__250m_16_days_NDVI_doy2018009_aid0001,_250m_16_days_NDVI,aid0001,2018-01-09,37733.0,-0.2,0.9063,"(-0.2,0.9063)",0.6148747,0.2541649,0.0645998,0.7845,0.9063,0.7273,0.1793,0.5424
MYD13Q1_006__250m_16_days_NDVI_doy2018025_aid0001,_250m_16_days_NDVI,aid0001,2018-01-25,37953.0,-0.2,0.8859,"(-0.2,0.8859)",0.630452,0.221641,0.0491247,0.7655,0.8859,0.723,0.3415,0.5959
MYD13Q1_006__250m_16_days_NDVI_doy2018041_aid0001,_250m_16_days_NDVI,aid0001,2018-02-10,38254.0,-0.2,0.8792,"(-0.2,0.8792)",0.6298358,0.2069953,0.0428471,0.7472,0.8792,0.7109,0.4112,0.6128
MYD13Q1_006__250m_16_days_NDVI_doy2018057_aid0001,_250m_16_days_NDVI,aid0001,2018-02-26,38173.0,-0.2,0.8824,"(-0.2,0.8824)",0.6316604,0.2162276,0.0467544,0.7582,0.8824,0.7187,0.3827,0.608
MYD13Q1_006__250m_16_days_NDVI_doy2018073_aid0001,_250m_16_days_NDVI,aid0001,2018-03-14,37170.0,-0.1998,0.8694,"(-0.1998,0.8694)",0.5920538,0.2254934,0.0508473,0.7327,0.8694,0.6842,0.2756,0.5498
MYD13Q1_006__250m_16_days_NDVI_doy2018089_aid0001,_250m_16_days_NDVI,aid0001,2018-03-30,37930.0,-0.2,0.875,"(-0.2,0.875)",0.580449,0.2381176,0.0567,0.736,0.875,0.6806,0.1905,0.5177
MYD13Q1_006__250m_16_days_NDVI_doy2018105_aid0001,_250m_16_days_NDVI,aid0001,2018-04-15,37603.0,-0.2,0.9322,"(-0.2,0.9322)",0.6143587,0.2455688,0.060304,0.766,0.9322,0.7207,0.2876,0.57445
MYD13Q1_006__250m_16_days_NDVI_doy2018121_aid0001,_250m_16_days_NDVI,aid0001,2018-05-01,43542.0,-0.2,0.8548,"(-0.2,0.8548)",0.4974107,0.3020831,0.0912542,0.7364,0.8548,0.6453,-0.2,0.257725
MYD13Q1_006__250m_16_days_NDVI_doy2018137_aid0001,_250m_16_days_NDVI,aid0001,2018-05-17,36507.0,-0.2,0.8583,"(-0.2,0.8583)",0.5535672,0.2400553,0.0576265,0.7172,0.8583,0.6493,0.1245,0.4801
MYD13Q1_006__250m_16_days_NDVI_doy2018153_aid0001,_250m_16_days_NDVI,aid0001,2018-06-02,36751.0,-0.2,0.8523,"(-0.2,0.8523)",0.5184244,0.2168988,0.0470451,0.6665,0.8523,0.5986,0.1094,0.44365
MYD13Q1_006__250m_16_days_NDVI_doy2018169_aid0001,_250m_16_days_NDVI,aid0001,2018-06-18,38879.0,-0.2,0.8286,"(-0.2,0.8286)",0.4089566,0.208024,0.043274,0.5661,0.8286,0.4696,-0.0906,0.3034
MYD13Q1_006__250m_16_days_NDVI_doy2018185_aid0001,_250m_16_days_NDVI,aid0001,2018-07-04,41478.0,-0.1995,0.7872,"(-0.1995,0.7872)",0.3473868,0.2080874,0.0433003,0.5135,0.7872,0.3901,-0.1995,0.215025
MYD13Q1_006__250m_16_days_NDVI_doy2018201_aid0001,_250m_16_days_NDVI,aid0001,2018-07-20,40799.0,-0.2,0.8553,"(-0.2,0.8553)",0.3794927,0.1829084,0.0334555,0.5225,0.8553,0.4068,-0.1168,0.2666
MYD13Q1_006__250m_16_days_NDVI_doy2018217_aid0001,_250m_16_days_NDVI,aid0001,2018-08-05,40844.0,-0.2,0.8729,"(-0.2,0.8729)",0.3537162,0.1833627,0.0336219,0.4924,0.8494,0.3821,-0.1134,0.250075
MYD13Q1_006__250m_16_days_NDVI_doy2018233_aid0001,_250m_16_days_NDVI,aid0001,2018-08-21,40669.0,-0.2,0.8714,"(-0.2,0.8714)",0.3676019,0.1748998,0.0305899,0.4983,0.8393,0.3912,-0.0707,0.2707
MYD13Q1_006__250m_16_days_NDVI_doy2018249_aid0001,_250m_16_days_NDVI,aid0001,2018-09-06,41680.0,-0.1995,0.8768,"(-0.1995,0.8768)",0.4357785,0.1895079,0.0359133,0.5761,0.8768,0.4755,-0.0104,0.3415
MYD13Q1_006__250m_16_days_NDVI_doy2018265_aid0001,_250m_16_days_NDVI,aid0001,2018-09-22,41993.0,-0.2,0.8914,"(-0.2,0.8914)",0.5214569,0.2308589,0.0532959,0.6876,0.8914,0.5928,0.0356,0.4267
MYD13Q1_006__250m_16_days_NDVI_doy2018281_aid0001,_250m_16_days_NDVI,aid0001,2018-10-08,41071.0,-0.2,0.8971,"(-0.2,0.8971)",0.5663942,0.2264145,0.0512635,0.7247,0.8971,0.6396,0.1333,0.4881
MYD13Q1_006__250m_16_days_NDVI_doy2018297_aid0001,_250m_16_days_NDVI,aid0001,2018-10-24,39935.0,-0.2,0.8912,"(-0.2,0.8912)",0.6130431,0.2424802,0.0587966,0.7712,0.8912,0.7126,0.235,0.5567
MYD13Q1_006__250m_16_days_NDVI_doy2018313_aid0001,_250m_16_days_NDVI,aid0001,2018-11-09,40241.0,-0.2,0.8988,"(-0.2,0.8988)",0.5348683,0.2633825,0.0693703,0.7246,0.8988,0.6288,-0.0329,0.4216
MYD13Q1_006__250m_16_days_NDVI_doy2018329_aid0001,_250m_16_days_NDVI,aid0001,2018-11-25,40011.0,-0.2,0.8975,"(-0.2,0.8975)",0.6051143,0.244396,0.0597294,0.7528,0.8975,0.7002,0.3108,0.576
MYD13Q1_006__250m_16_days_NDVI_doy2018345_aid0001,_250m_16_days_NDVI,aid0001,2018-12-11,39558.0,-0.2,0.9704,"(-0.2,0.9704)",0.6494501,0.2173156,0.0472261,0.7707,0.921,0.7291,0.4397,0.6382
MYD13Q1_006__250m_16_days_NDVI_doy2018361_aid0001,_250m_16_days_NDVI,aid0001,2018-12-27,39121.0,-0.2,0.9193,"(-0.2,0.9193)",0.6637222,0.2076189,0.0431056,0.778,0.9193,0.7411,0.4805,0.659
MYD13Q1_006__250m_16_days_NDVI_doy2019009_aid0001,_250m_16_days_NDVI,aid0001,2019-01-09,39434.0,-0.2,0.9715,"(-0.2,0.9715)",0.6331667,0.2191033,0.0480062,0.7607,0.9715,0.7211,0.387,0.6112
MYD13Q1_006__250m_16_days_NDVI_doy2019025_aid0001,_250m_16_days_NDVI,aid0001,2019-01-25,40913.0,-0.2,0.9233,"(-0.2,0.9233)",0.5698234,0.2672468,0.0714209,0.7447,0.9233,0.6867,0.1566,0.5094
MYD13Q1_006__250m_16_days_NDVI_doy2019041_aid0001,_250m_16_days_NDVI,aid0001,2019-02-10,40798.0,-0.2,0.9273,"(-0.2,0.9273)",0.6006429,0.2747853,0.0755069,0.7664,0.9273,0.7194,0.2988,0.579325
MYD13Q1_006__250m_16_days_NDVI_doy2019057_aid0001,_250m_16_days_NDVI,aid0001,2019-02-26,39596.0,-0.2,0.8969,"(-0.2,0.8969)",0.5851739,0.2525369,0.0637749,0.7469,0.8969,0.6901,0.2292,0.5398
MYD13Q1_006__250m_16_days_NDVI_doy2019073_aid0001,_250m_16_days_NDVI,aid0001,2019-03-14,37766.0,-0.2,0.9381,"(-0.2,0.9381)",0.5881262,0.2169943,0.0470865,0.7259,0.9381,0.6699,0.2667,0.5422
MYD13Q1_006__250m_16_days_NDVI_doy2019089_aid0001,_250m_16_days_NDVI,aid0001,2019-03-30,39028.0,-0.2,0.8935,"(-0.2,0.8935)",0.5629261,0.2428392,0.0589709,0.7259,0.8935,0.6627,0.1469,0.4943
MYD13Q1_006__250m_16_days_NDVI_doy2019105_aid0001,_250m_16_days_NDVI,aid0001,2019-04-15,37722.0,-0.2,0.8962,"(-0.2,0.8962)",0.5579019,0.2365482,0.055955,0.7236,0.8962,0.651,0.0926,0.4712
MYD13Q1_006__250m_16_days_NDVI_doy2019121_aid0001,_250m_16_days_NDVI,aid0001,2019-05-01,37484.0,-0.2,0.8719,"(-0.2,0.8719)",0.5881551,0.2201118,0.0484492,0.7322,0.8719,0.6735,0.2281,0.5305
MYD13Q1_006__250m_16_days_NDVI_doy2019137_aid0001,_250m_16_days_NDVI,aid0001,2019-05-17,40298.0,-0.2,0.8673,"(-0.2,0.8673)",0.5305607,0.2554419,0.0652505,0.7082,0.8673,0.63825,0.0557,0.4471
MYD13Q1_006__250m_16_days_NDVI_doy2019153_aid0001,_250m_16_days_NDVI,aid0001,2019-06-02,43901.0,-0.2,0.9818,"(-0.2,0.9818)",0.4878783,0.2806471,0.0787628,0.7035,0.9818,0.6189,-0.2,0.3099
MYD13Q1_006__250m_16_days_NDVI_doy2019169_aid0001,_250m_16_days_NDVI,aid0001,2019-06-18,37343.0,-0.2,0.8658,"(-0.2,0.8658)",0.5110665,0.2488925,0.0619475,0.6901,0.8658,0.6078,-0.0045,0.4122
MYD13Q1_006__250m_16_days_NDVI_doy2019185_aid0001,_250m_16_days_NDVI,aid0001,2019-07-04,34885.0,-0.2,0.8491,"(-0.2,0.8491)",0.4494347,0.2397176,0.0574645,0.6408,0.8491,0.5275,-0.1949,0.3064
MYD13Q1_006__250m_16_days_NDVI_doy2019201_aid0001,_250m_16_days_NDVI,aid0001,2019-07-20,39058.0,-0.2,0.8243,"(-0.2,0.8243)",0.4093447,0.2519041,0.0634557,0.6123,0.8243,0.4946,-0.2,0.2597
MYD13Q1_006__250m_16_days_NDVI_doy2019217_aid0001,_250m_16_days_NDVI,aid0001,2019-08-05,39152.0,-0.2,0.8272,"(-0.2,0.8272)",0.3591364,0.2166712,0.0469464,0.5339,0.8272,0.4058,-0.2,0.222575
MYD13Q1_006__250m_16_days_NDVI_doy2019233_aid0001,_250m_16_days_NDVI,aid0001,2019-08-21,41495.0,-0.2,0.8718,"(-0.2,0.8718)",0.3728601,0.1895546,0.0359309,0.51955,0.8718,0.409,-0.1253,0.2616
MYD13Q1_006__250m_16_days_NDVI_doy2019249_aid0001,_250m_16_days_NDVI,aid0001,2019-09-06,41013.0,-0.2,0.8438,"(-0.2,0.8438)",0.4092465,0.1908618,0.0364282,0.5486,0.8438,0.4564,-0.0316,0.3165
MYD13Q1_006__250m_16_days_NDVI_doy2019265_aid0001,_250m_16_days_NDVI,aid0001,2019-09-22,42132.0,-0.1991,0.8662,"(-0.1991,0.8662)",0.4970629,0.1844741,0.0340307,0.6265,0.8662,0.5531,0.1205,0.4241
MYD13Q1_006__250m_16_days_NDVI_doy2019281_aid0001,_250m_16_days_NDVI,aid0001,2019-10-08,43110.0,-0.1994,0.9711,"(-0.1994,0.9711)",0.5880865,0.2302233,0.0530028,0.7507,0.9711,0.6695,0.1382,0.5057
MYD13Q1_006__250m_16_days_NDVI_doy2019297_aid0001,_250m_16_days_NDVI,aid0001,2019-10-24,42602.0,-0.1993,0.8997,"(-0.1993,0.8997)",0.6777019,0.2113406,0.0446648,0.802,0.8997,0.7651,0.4226,0.650225
MYD13Q1_006__250m_16_days_NDVI_doy2019313_aid0001,_250m_16_days_NDVI,aid0001,2019-11-09,44590.0,-0.2,0.9178,"(-0.2,0.9178)",0.6553277,0.2788555,0.0777604,0.8285,0.9178,0.78235,0.2915,0.6137
MYD13Q1_006__250m_16_days_NDVI_doy2019329_aid0001,_250m_16_days_NDVI,aid0001,2019-11-25,44279.0,-0.2,0.9785,"(-0.2,0.9785)",0.6698147,0.2579994,0.0665637,0.8288,0.9785,0.7805,0.3313,0.6298
MYD13Q1_006__250m_16_days_NDVI_doy2019345_aid0001,_250m_16_days_NDVI,aid0001,2019-12-11,44774.0,-0.2,0.9176,"(-0.2,0.9176)",0.6320683,0.2717536,0.07385,0.805,0.9176,0.7503,0.2511,0.583425
MYD13Q1_006__250m_16_days_NDVI_doy2019361_aid0001,_250m_16_days_NDVI,aid0001,2019-12-27,42909.0,-0.2,0.9101,"(-0.2,0.9101)",0.6913278,0.2283704,0.052153,0.8187,0.9101,0.784,0.4841,0.6848
MYD13Q1_006__250m_16_days_NDVI_doy2020009_aid0001,_250m_16_days_NDVI,aid0001,2020-01-09,45327.0,-0.2,0.9722,"(-0.2,0.9722)",0.6439707,0.2866042,0.082142,0.8201,0.9722,0.775,0.2918,0.6086
MYD13Q1_006__250m_16_days_NDVI_doy2020025_aid0001,_250m_16_days_NDVI,aid0001,2020-01-25,43907.0,-0.2,0.9186,"(-0.2,0.9186)",0.6441553,0.2666142,0.0710831,0.7995,0.9186,0.7551,0.3718,0.6284
MYD13Q1_006__250m_16_days_NDVI_doy2020041_aid0001,_250m_16_days_NDVI,aid0001,2020-02-10,42174.0,-0.2,0.8951,"(-0.2,0.8951)",0.6544044,0.2151069,0.046271,0.775175,0.8951,0.7349,0.4413,0.641625
MYD13Q1_006__250m_16_days_NDVI_doy2020057_aid0001,_250m_16_days_NDVI,aid0001,2020-02-26,42755.0,-0.2,0.8873,"(-0.2,0.8873)",0.6130577,0.223613,0.0500028,0.7386,0.8873,0.6944,0.3899,0.5991
MYD13Q1_006__250m_16_days_NDVI_doy2020073_aid0001,_250m_16_days_NDVI,aid0001,2020-03-13,42924.0,-0.1998,0.9746,"(-0.1998,0.9746)",0.6222513,0.2214102,0.0490225,0.749,0.9592,0.7039,0.3915,0.606
MYD13Q1_006__250m_16_days_NDVI_doy2020089_aid0001,_250m_16_days_NDVI,aid0001,2020-03-29,44115.0,-0.1998,0.8668,"(-0.1998,0.8668)",0.6229874,0.2351852,0.0553121,0.7655,0.8668,0.7205,0.342,0.5961
MYD13Q1_006__250m_16_days_NDVI_doy2020105_aid0001,_250m_16_days_NDVI,aid0001,2020-04-14,45837.0,-0.2,0.9434,"(-0.2,0.9434)",0.5405019,0.2439306,0.0595022,0.696,0.9434,0.6414,0.184,0.4912
MYD13Q1_006__250m_16_days_NDVI_doy2020121_aid0001,_250m_16_days_NDVI,aid0001,2020-04-30,44596.0,-0.1996,0.9054,"(-0.1996,0.9054)",0.5657599,0.2081496,0.0433262,0.6936,0.9054,0.6442,0.2799,0.5281
MYD13Q1_006__250m_16_days_NDVI_doy2020137_aid0001,_250m_16_days_NDVI,aid0001,2020-05-16,43732.0,-0.1998,0.9285,"(-0.1998,0.9285)",0.5321851,0.1765513,0.0311704,0.6378,0.8491,0.5871,0.2786,0.4941
MYD13Q1_006__250m_16_days_NDVI_doy2020153_aid0001,_250m_16_days_NDVI,aid0001,2020-06-01,42765.0,-0.2,0.8353,"(-0.2,0.8353)",0.4621418,0.15377,0.0236452,0.554,0.7679,0.4924,0.1972,0.4111
MYD13Q1_006__250m_16_days_NDVI_doy2020169_aid0001,_250m_16_days_NDVI,aid0001,2020-06-17,44329.0,-0.1998,0.756,"(-0.1998,0.756)",0.3658601,0.1513689,0.0229125,0.452,0.6448,0.392,0.1307,0.3233
MYD13Q1_006__250m_16_days_NDVI_doy2020185_aid0001,_250m_16_days_NDVI,aid0001,2020-07-03,43228.0,-0.2,0.8044,"(-0.2,0.8044)",0.3782901,0.1296276,0.0168033,0.4548,0.6468,0.394,0.1348,0.326775
MYD13Q1_006__250m_16_days_NDVI_doy2020201_aid0001,_250m_16_days_NDVI,aid0001,2020-07-19,42834.0,-0.1995,0.7515,"(-0.1995,0.7515)",0.3153655,0.113851,0.0129621,0.3771,0.5154,0.3347,0.1466,0.2849
